"Date","Price","Open","High","Low","Vol.","Change %"
"29/12/2022","1,819.6","1,816.6","1,828.2","1,806.2","233.79K","0.21%"
"28/12/2022","1,815.8","1,822.8","1,846.0","1,811.0","349.57K","-0.99%"
"27/12/2022","1,834.0","1,817.2","1,849.6","1,797.2","356.24K","1.25%"
"26/12/2022","1,811.4","1,826.0","1,829.8","1,793.0","393.80K","-0.54%"
"23/12/2022","1,821.2","1,847.0","1,847.0","1,811.0","401.52K","-1.40%"
"22/12/2022","1,847.0","1,836.4","1,865.0","1,810.0","425.06K","0.72%"
"21/12/2022","1,833.8","1,856.0","1,878.0","1,791.2","522.60K","-0.45%"
"20/12/2022","1,842.0","1,764.6","1,845.0","1,764.6","510.00K","4.14%"
"19/12/2022","1,768.8","1,830.0","1,834.8","1,762.4","583.81K","-3.68%"
"16/12/2022","1,836.4","1,854.8","1,862.2","1,830.8","255.84K","-0.71%"
"15/12/2022","1,849.6","1,850.0","1,883.0","1,823.6","567.68K","-0.08%"
"14/12/2022","1,851.0","1,900.0","1,900.0","1,826.4","749.29K","-2.54%"
"13/12/2022","1,899.2","1,926.0","1,927.0","1,881.0","489.65K","-1.18%"
"12/12/2022","1,921.8","1,950.8","1,959.6","1,910.0","279.45K","-1.42%"
"09/12/2022","1,949.4","1,950.2","1,963.0","1,933.0","193.63K","-0.46%"
"08/12/2022","1,958.4","1,976.6","1,984.8","1,940.8","312.45K","-0.91%"
"07/12/2022","1,976.4","1,989.4","1,989.8","1,962.0","218.53K","-0.65%"
"06/12/2022","1,989.4","1,988.0","2,000.0","1,961.6","367.31K","0.18%"
"05/12/2022","1,985.8","1,963.2","2,004.4","1,963.2","601.60K","0.74%"
"02/12/2022","1,971.2","1,980.2","1,980.2","1,957.2","268.38K","-0.45%"
"01/12/2022","1,980.2","2,000.0","2,003.6","1,960.0","412.84K","-0.82%"
"30/11/2022","1,996.6","1,988.0","2,014.6","1,954.8","763.50K","0.52%"
"29/11/2022","1,986.2","1,918.8","1,992.0","1,916.4","1.18M","3.76%"
"28/11/2022","1,914.2","1,995.0","1,995.6","1,885.8","2.25M","-5.26%"
"25/11/2022","2,020.4","2,120.0","2,153.0","2,006.0","1.93M","-5.15%"
"24/11/2022","2,130.0","2,151.0","2,154.6","2,108.4","346.23K","-0.23%"
"23/11/2022","2,135.0","2,092.8","2,159.4","2,061.0","669.57K","2.46%"
"22/11/2022","2,083.8","2,067.6","2,095.2","2,050.0","202.49K","0.76%"
"21/11/2022","2,068.0","2,091.0","2,102.4","2,038.0","378.46K","-1.44%"
"18/11/2022","2,098.2","2,097.0","2,110.4","2,065.0","232.00K","0.02%"
"17/11/2022","2,097.8","2,120.0","2,128.6","2,081.2","185.22K","-0.78%"
"16/11/2022","2,114.2","2,089.0","2,124.0","2,066.0","327.22K","2.06%"
"15/11/2022","2,071.6","2,140.0","2,184.0","1,950.0","1.06M","-2.85%"
"14/11/2022","2,132.4","2,122.2","2,150.0","2,102.6","318.11K","0.48%"
"11/11/2022","2,122.2","2,119.8","2,139.6","2,111.8","328.60K","0.50%"
"10/11/2022","2,111.6","2,060.4","2,129.0","2,040.0","492.25K","2.48%"
"09/11/2022","2,060.4","2,130.0","2,130.0","2,035.4","607.69K","-3.16%"
"08/11/2022","2,127.6","2,155.0","2,165.0","2,111.2","343.98K","-1.12%"
"07/11/2022","2,151.6","2,146.0","2,162.0","2,130.0","576.83K","1.54%"
"03/11/2022","2,119.0","2,110.0","2,134.0","2,080.0","805.08K","0.43%"
"02/11/2022","2,110.0","2,160.0","2,165.0","2,055.0","575.12K","-2.18%"
"01/11/2022","2,157.0","2,119.0","2,160.0","2,097.0","749.91K","2.28%"
"31/10/2022","2,109.0","2,030.0","2,109.0","2,025.0","804.93K","4.31%"
"28/10/2022","2,021.8","2,011.4","2,026.8","1,962.8","473.01K","0.04%"
"27/10/2022","2,021.0","2,018.2","2,038.6","2,002.6","415.44K","0.65%"
"26/10/2022","2,008.0","2,030.0","2,036.8","1,984.8","463.94K","-0.60%"
"25/10/2022","2,020.2","1,976.0","2,026.8","1,957.0","471.86K","2.37%"
"24/10/2022","1,973.4","1,982.0","2,012.0","1,950.8","353.62K","-0.13%"
"21/10/2022","1,976.0","1,929.0","1,982.4","1,910.8","446.82K","2.45%"
"20/10/2022","1,928.8","1,935.0","1,955.2","1,907.0","540.15K","0.07%"
"19/10/2022","1,927.4","1,968.0","1,995.0","1,871.6","1.43M","-2.06%"
"18/10/2022","1,968.0","2,034.4","2,045.0","1,953.4","610.81K","-2.68%"
"17/10/2022","2,022.2","2,001.0","2,024.6","1,983.6","475.37K","1.57%"
"14/10/2022","1,991.0","2,039.0","2,052.0","1,967.2","867.57K","-2.02%"
"13/10/2022","2,032.0","2,044.2","2,089.0","2,005.6","1.08M","-0.59%"
"12/10/2022","2,044.0","2,019.8","2,058.8","1,986.0","837.65K","1.86%"
"11/10/2022","2,006.6","2,003.0","2,037.8","1,986.0","849.35K","0.43%"
"10/10/2022","1,998.0","1,810.0","1,999.8","1,810.0","1.43M","3.51%"
"07/10/2022","1,930.2","1,993.0","1,995.4","1,913.0","932.73K","-3.70%"
"06/10/2022","2,004.4","2,043.8","2,056.0","1,977.0","893.39K","-1.25%"
"05/10/2022","2,029.8","1,987.0","2,059.4","1,940.4","1.99M","2.26%"
"04/10/2022","1,985.0","1,968.0","2,004.0","1,901.0","1.25M","1.33%"
"03/10/2022","1,959.0","1,878.0","1,959.6","1,868.0","937.16K","4.34%"
"30/09/2022","1,877.6","1,840.0","1,940.0","1,801.2","2.26M","2.01%"
"29/09/2022","1,840.6","1,802.4","1,880.0","1,756.0","1.82M","3.40%"
"28/09/2022","1,780.0","1,713.2","1,796.0","1,669.2","1.81M","3.90%"
"27/09/2022","1,713.2","1,575.0","1,715.0","1,575.0","1.71M","11.03%"
"26/09/2022","1,543.0","1,750.2","1,762.0","1,505.0","2.24M","-13.89%"
"23/09/2022","1,791.8","1,923.0","1,923.0","1,750.0","1.52M","-6.52%"
"22/09/2022","1,916.8","1,902.6","1,969.8","1,892.4","978.68K","0.92%"
"21/09/2022","1,899.4","1,782.2","1,978.0","1,688.6","2.23M","-5.50%"
"20/09/2022","2,010.0","2,240.0","2,254.0","1,890.0","3.60M","-9.87%"
"19/09/2022","2,230.0","2,206.2","2,250.0","2,198.0","513.65K","1.09%"
"16/09/2022","2,206.0","2,184.8","2,238.0","2,175.0","781.49K","1.30%"
"15/09/2022","2,177.6","2,166.2","2,195.0","2,151.2","421.39K","0.47%"
"14/09/2022","2,167.4","2,193.2","2,193.2","2,109.4","522.54K","-1.10%"
"13/09/2022","2,191.4","2,160.0","2,206.6","2,142.4","787.67K","1.99%"
"12/09/2022","2,148.6","2,089.8","2,181.6","2,078.0","798.46K","2.66%"
"09/09/2022","2,093.0","2,071.0","2,095.0","2,042.0","243.67K","1.41%"
"08/09/2022","2,064.0","2,076.0","2,095.0","2,036.0","304.25K","-0.58%"
"07/09/2022","2,076.0","2,071.0","2,105.6","2,034.0","386.74K","0.29%"
"06/09/2022","2,070.0","2,156.0","2,183.0","2,007.2","856.70K","-3.94%"
"05/09/2022","2,155.0","2,158.0","2,160.0","2,121.6","211.32K","0.23%"
"02/09/2022","2,150.0","2,177.2","2,180.0","2,116.0","424.21K","-1.29%"
"01/09/2022","2,178.0","2,184.0","2,195.4","2,150.4","301.05K","0.34%"
"31/08/2022","2,170.6","2,198.0","2,236.0","2,111.2","695.21K","-0.89%"
"30/08/2022","2,190.0","2,108.0","2,205.0","2,096.0","1.02M","4.04%"
"29/08/2022","2,105.0","2,100.0","2,112.0","2,081.8","282.67K","0.24%"
"26/08/2022","2,100.0","2,119.4","2,130.0","2,089.4","310.17K","-0.89%"
"25/08/2022","2,118.8","2,087.0","2,120.0","2,085.0","425.45K","1.61%"
"24/08/2022","2,085.2","2,095.0","2,123.0","2,070.0","536.35K","0.14%"
"23/08/2022","2,082.2","2,011.0","2,089.0","2,011.0","757.78K","3.80%"
"22/08/2022","2,006.0","1,936.6","2,022.0","1,920.4","578.82K","3.58%"
"19/08/2022","1,936.6","1,964.0","1,965.0","1,920.0","191.73K","-1.50%"
"18/08/2022","1,966.0","1,960.0","1,975.0","1,943.0","208.42K","0.41%"
"17/08/2022","1,958.0","1,940.0","1,979.2","1,930.2","317.21K","1.19%"
"16/08/2022","1,935.0","1,917.8","1,940.8","1,901.0","226.93K","1.63%"
"15/08/2022","1,904.0","1,908.0","1,933.0","1,872.2","350.69K","0.05%"
"12/08/2022","1,903.0","1,915.6","1,948.8","1,888.8","509.68K","-0.66%"
"11/08/2022","1,915.6","1,980.0","2,014.4","1,901.0","571.32K","-2.85%"
"10/08/2022","1,971.8","1,944.6","1,989.0","1,930.2","393.81K","1.41%"
"09/08/2022","1,944.4","1,933.0","1,949.0","1,887.6","429.52K","0.59%"
"08/08/2022","1,933.0","1,984.0","1,985.6","1,893.0","921.07K","5.23%"
"05/08/2022","1,837.0","2,032.0","2,032.0","1,811.2","1.36M","-8.15%"
"04/08/2022","2,000.0","1,985.0","2,032.0","1,975.0","707.57K","2.25%"
"03/08/2022","1,956.0","1,898.0","1,986.2","1,895.0","710.25K","3.43%"
"02/08/2022","1,891.2","1,923.0","1,948.0","1,860.2","643.45K","-1.82%"
"01/08/2022","1,926.2","1,948.0","1,973.0","1,852.2","981.25K","-1.32%"
"29/07/2022","1,952.0","2,055.0","2,078.0","1,950.0","1.29M","-5.38%"
"28/07/2022","2,063.0","2,096.0","2,109.0","2,038.0","570.96K","-0.43%"
"27/07/2022","2,072.0","2,149.0","2,150.0","2,020.0","1.81M","-3.00%"
"26/07/2022","2,136.0","1,994.0","2,170.0","1,975.2","2.86M","8.26%"
"25/07/2022","1,973.0","1,827.0","1,978.8","1,810.0","1.21M","9.61%"
"22/07/2022","1,800.0","1,708.0","1,804.0","1,706.2","607.01K","5.82%"
"21/07/2022","1,701.0","1,720.4","1,733.8","1,658.6","216.73K","-0.84%"
"20/07/2022","1,715.4","1,680.0","1,748.0","1,670.4","439.31K","2.57%"
"19/07/2022","1,672.4","1,698.0","1,705.8","1,645.0","314.10K","-1.39%"
"18/07/2022","1,696.0","1,650.0","1,719.6","1,645.0","436.69K","3.50%"
"15/07/2022","1,638.6","1,625.6","1,642.0","1,602.6","225.79K","1.55%"
"14/07/2022","1,613.6","1,618.0","1,669.0","1,572.0","304.54K","0.85%"
"13/07/2022","1,600.0","1,660.6","1,688.8","1,586.0","239.33K","-3.65%"
"12/07/2022","1,660.6","1,678.0","1,680.6","1,595.0","409.97K","-1.04%"
"11/07/2022","1,678.0","1,706.0","1,740.0","1,660.0","360.34K","-1.53%"
"08/07/2022","1,704.0","1,729.0","1,739.4","1,685.4","262.13K","-0.41%"
"07/07/2022","1,711.0","1,660.0","1,729.0","1,660.0","418.76K","3.38%"
"06/07/2022","1,655.0","1,720.6","1,748.0","1,634.8","400.94K","-2.73%"
"05/07/2022","1,701.4","1,680.0","1,742.0","1,660.0","358.31K","2.49%"
"04/07/2022","1,660.0","1,604.6","1,688.0","1,571.8","317.03K","4.01%"
"01/07/2022","1,596.0","1,595.2","1,627.0","1,552.0","215.29K","-0.49%"
"30/06/2022","1,603.8","1,710.0","1,730.0","1,565.8","490.00K","-6.32%"
"29/06/2022","1,712.0","1,748.8","1,748.8","1,666.2","310.18K","-2.17%"
"28/06/2022","1,750.0","1,781.0","1,781.2","1,731.2","396.26K","-1.63%"
"27/06/2022","1,779.0","1,660.0","1,779.0","1,645.2","523.23K","8.15%"
"24/06/2022","1,645.0","1,665.0","1,680.0","1,610.4","246.01K","-1.02%"
"23/06/2022","1,662.0","1,604.6","1,669.0","1,581.0","460.81K","3.88%"
"22/06/2022","1,600.0","1,525.0","1,600.0","1,500.4","331.68K","4.32%"
"21/06/2022","1,533.8","1,574.8","1,629.0","1,531.2","592.52K","-1.73%"
"20/06/2022","1,560.8","1,468.0","1,566.0","1,467.8","570.14K","6.54%"
"17/06/2022","1,465.0","1,472.0","1,511.4","1,433.4","454.57K","0.60%"
"16/06/2022","1,456.2","1,404.0","1,457.0","1,390.0","474.18K","4.76%"
"15/06/2022","1,390.0","1,398.6","1,407.8","1,380.2","239.64K","0.29%"
"14/06/2022","1,386.0","1,360.0","1,429.2","1,360.0","324.92K","-1.06%"
"10/06/2022","1,400.8","1,390.0","1,470.0","1,350.0","492.97K","-0.04%"
"09/06/2022","1,401.4","1,456.6","1,461.2","1,382.0","379.50K","-3.76%"
"08/06/2022","1,456.2","1,470.0","1,495.0","1,441.4","370.12K","1.27%"
"07/06/2022","1,438.0","1,397.8","1,442.6","1,333.0","760.61K","2.73%"
"06/06/2022","1,399.8","1,513.0","1,525.6","1,385.0","904.10K","-6.49%"
"03/06/2022","1,497.0","1,593.0","1,620.0","1,366.4","1.37M","-5.97%"
"02/06/2022","1,592.0","1,590.8","1,607.6","1,564.6","204.05K","0.38%"
"01/06/2022","1,586.0","1,566.8","1,623.0","1,559.0","226.67K","1.16%"
"31/05/2022","1,567.8","1,591.0","1,602.0","1,550.4","152.00K","-1.87%"
"30/05/2022","1,597.6","1,654.0","1,663.0","1,592.2","214.29K","-2.82%"
"27/05/2022","1,644.0","1,700.0","1,705.0","1,630.0","221.09K","-1.56%"
"26/05/2022","1,670.0","1,618.0","1,708.6","1,608.0","461.18K","3.86%"
"25/05/2022","1,608.0","1,594.0","1,636.0","1,572.0","187.77K","1.13%"
"24/05/2022","1,590.0","1,592.0","1,629.0","1,530.2","197.07K","-0.18%"
"23/05/2022","1,592.8","1,636.0","1,673.8","1,570.6","199.41K","-3.23%"
"20/05/2022","1,646.0","1,722.0","1,733.4","1,600.0","261.10K","-3.46%"
"19/05/2022","1,705.0","1,700.0","1,713.0","1,640.0","203.90K","-0.63%"
"18/05/2022","1,715.8","1,707.8","1,795.0","1,701.8","321.63K","0.87%"
"17/05/2022","1,701.0","1,653.0","1,707.0","1,649.8","204.92K","3.83%"
"16/05/2022","1,638.2","1,618.0","1,679.0","1,562.0","266.04K","2.84%"
"13/05/2022","1,593.0","1,604.6","1,624.6","1,574.2","121.15K","-0.06%"
"12/05/2022","1,594.0","1,694.8","1,694.8","1,543.6","259.93K","-4.97%"
"11/05/2022","1,677.4","1,688.0","1,728.6","1,634.0","255.65K","-0.63%"
"06/05/2022","1,688.0","1,734.0","1,734.0","1,655.0","200.40K","-2.68%"
"05/05/2022","1,734.4","1,719.0","1,751.8","1,703.0","187.67K","2.08%"
"04/05/2022","1,699.0","1,792.2","1,813.6","1,684.2","368.60K","-3.83%"
"29/04/2022","1,766.6","1,735.0","1,817.6","1,734.2","395.09K","2.65%"
"28/04/2022","1,721.0","1,767.0","1,928.6","1,717.0","1.23M","-1.58%"
"27/04/2022","1,748.6","1,620.0","1,770.0","1,587.0","915.37K","9.23%"
"26/04/2022","1,600.8","1,520.8","1,628.0","1,500.0","981.42K","5.26%"
"25/04/2022","1,520.8","1,692.0","1,698.0","1,520.0","818.75K","-10.12%"
"22/04/2022","1,692.0","1,670.0","1,695.0","1,532.0","1.14M","2.79%"
"21/04/2022","1,646.0","1,794.6","1,808.6","1,642.8","970.85K","-8.03%"
"20/04/2022","1,789.8","1,867.0","1,890.0","1,782.4","781.64K","-3.65%"
"19/04/2022","1,857.6","1,885.2","1,910.6","1,732.2","784.35K","-1.20%"
"18/04/2022","1,880.2","1,998.0","2,019.2","1,871.2","419.97K","-5.02%"
"15/04/2022","1,979.6","1,955.4","1,996.0","1,900.2","343.21K","1.77%"
"14/04/2022","1,945.2","2,088.0","2,099.2","1,943.0","511.34K","-6.84%"
"13/04/2022","2,088.0","2,088.0","2,115.0","2,050.0","244.64K","0.68%"
"12/04/2022","2,074.0","2,097.0","2,115.0","1,980.8","472.51K","-1.10%"
"11/04/2022","2,097.0","2,120.0","2,160.0","2,071.0","429.68K","-0.85%"
"08/04/2022","2,115.0","2,173.8","2,188.6","2,075.0","626.34K","-0.70%"
"07/04/2022","2,130.0","2,071.0","2,246.2","2,071.0","1.41M","2.86%"
"06/04/2022","2,070.8","2,109.0","2,145.0","2,025.0","1.40M","-4.06%"
"05/04/2022","2,158.4","2,295.4","2,340.0","2,020.0","1.73M","-5.54%"
"04/04/2022","2,285.0","2,370.0","2,420.0","2,201.0","1.78M","-1.72%"
"01/04/2022","2,325.0","2,299.4","2,460.0","2,280.0","2.15M","2.92%"
"31/03/2022","2,259.0","2,233.0","2,290.0","2,155.0","1.68M","4.87%"
"30/03/2022","2,154.0","2,100.0","2,250.0","2,025.0","1.78M","6.63%"
"29/03/2022","2,020.0","2,010.0","2,173.0","1,932.0","2.59M","4.60%"
"25/02/2022","1,931.2","1,949.8","2,385.0","1,900.0","5.76M","-2.95%"
"24/02/2022","1,990.0","2,954.0","2,954.0","1,700.0","9.02M","-36.92%"
"22/02/2022","3,154.8","3,026.8","3,409.8","2,900.0","10.24M","2.90%"
"21/02/2022","3,065.8","3,470.0","3,648.8","2,845.0","10.65M","-11.79%"
"18/02/2022","3,475.4","3,800.0","3,880.0","3,457.0","5.00M","-7.88%"
"17/02/2022","3,772.6","4,044.8","4,044.8","3,737.2","4.48M","-6.73%"
"16/02/2022","4,044.8","3,981.0","4,184.4","3,893.0","5.89M","2.32%"
"15/02/2022","3,953.2","3,518.8","3,992.8","3,497.4","7.83M","13.88%"
"14/02/2022","3,471.4","3,428.2","3,540.0","3,306.8","4.80M","1.21%"
"11/02/2022","3,429.8","3,768.2","3,828.0","3,400.0","3.93M","-9.86%"
"10/02/2022","3,805.0","3,763.0","3,900.2","3,651.8","2.90M","1.12%"
"09/02/2022","3,763.0","3,640.2","3,777.0","3,633.6","2.12M","3.83%"
"08/02/2022","3,624.2","3,478.0","3,625.8","3,452.8","1.92M","4.50%"
"07/02/2022","3,468.0","3,511.4","3,550.0","3,422.8","1.25M","-0.98%"
"04/02/2022","3,502.4","3,575.0","3,644.0","3,460.6","2.12M","-0.42%"
"03/02/2022","3,517.0","3,630.0","3,635.6","3,483.4","2.42M","-4.30%"
"02/02/2022","3,675.0","3,749.0","3,840.0","3,640.0","2.71M","-1.32%"
"01/02/2022","3,724.0","3,715.0","3,944.8","3,662.8","3.35M","0.17%"
"31/01/2022","3,717.6","3,488.0","3,718.2","3,456.0","2.66M","7.81%"
"28/01/2022","3,448.4","3,420.8","3,525.0","3,371.6","3.40M","1.27%"
"27/01/2022","3,405.2","3,315.0","3,595.0","3,276.0","4.04M","1.20%"
"26/01/2022","3,364.8","3,427.0","3,563.8","3,314.4","3.25M","-1.30%"
"25/01/2022","3,409.2","3,330.0","3,477.0","3,225.0","3.46M","1.92%"
"24/01/2022","3,345.0","3,491.8","3,550.0","3,094.8","4.85M","-4.15%"
"21/01/2022","3,490.0","3,650.0","3,748.2","3,475.2","2.99M","-4.88%"
"20/01/2022","3,669.2","3,701.8","3,860.0","3,665.0","2.68M","-0.88%"
"19/01/2022","3,701.8","3,769.0","3,968.6","3,570.0","3.63M","-1.78%"
"18/01/2022","3,769.0","4,076.0","4,115.6","3,739.0","2.67M","-7.52%"
"17/01/2022","4,075.6","3,952.0","4,088.8","3,875.0","1.91M","3.48%"
"14/01/2022","3,938.6","4,153.0","4,250.0","3,726.0","3.33M","-5.50%"
"13/01/2022","4,168.0","4,393.2","4,450.0","4,150.0","1.98M","-5.13%"
"12/01/2022","4,393.2","4,343.0","4,464.8","4,330.0","1.49M","1.27%"
"11/01/2022","4,338.2","4,217.2","4,398.6","4,177.8","1.68M","3.38%"
"10/01/2022","4,196.4","4,194.0","4,262.4","4,061.4","1.49M","-0.71%"
"06/01/2022","4,226.6","4,269.6","4,374.2","4,206.2","1.18M","-1.13%"
"05/01/2022","4,275.0","4,477.0","4,477.0","4,270.0","990.79K","-4.57%"
"04/01/2022","4,479.8","4,525.8","4,577.0","4,413.0","906.79K","-0.78%"
"03/01/2022","4,515.2","4,569.4","4,631.8","4,503.2","848.84K","-1.19%"
"30/12/2021","4,569.4","4,426.6","4,584.6","4,409.6","755.80K","3.41%"
"29/12/2021","4,418.8","4,482.0","4,528.6","4,380.0","887.14K","-1.41%"
"28/12/2021","4,482.0","4,471.0","4,535.0","4,457.6","698.08K","0.32%"
"27/12/2021","4,467.8","4,427.0","4,500.0","4,427.0","597.51K","0.97%"
"24/12/2021","4,424.8","4,426.4","4,449.0","4,325.8","553.63K","0.32%"
"23/12/2021","4,410.6","4,500.0","4,539.6","4,366.0","801.73K","-1.73%"
"22/12/2021","4,488.4","4,621.0","4,650.2","4,488.0","916.73K","-1.97%"
"21/12/2021","4,578.8","4,490.0","4,603.6","4,480.4","630.01K","2.32%"
"20/12/2021","4,474.8","4,599.8","4,649.4","4,471.2","772.84K","-3.36%"
"17/12/2021","4,630.2","4,610.0","4,700.6","4,541.0","1.11M","0.45%"
"16/12/2021","4,609.6","4,526.0","4,810.4","4,505.6","1.82M","2.17%"
"15/12/2021","4,511.6","4,587.4","4,619.0","4,462.0","826.88K","-1.63%"
